,id,raw_text,vw_text
1889,doc_1889,no on the way home so if not for the long dry spell the season would have been over,doc_1889 |@text no:1 on:1 the:3 way:1 home:1 so:1 if:1 not:1 for:1 long:1 dry:1 spell:1 season:1 would:1 have:1 been:1 over:1
1890,doc_1890,i gotta collect da car at 6 lei,doc_1890 |@text i:1 gotta:1 collect:1 da:1 car:1 at:1 6:1 lei:1
1891,doc_1891,ok but knackered just came home and went to sleep! not good at this full time work lark,doc_1891 |@text ok:1 but:1 knackered:1 just:1 came:1 home:1 and:1 went:1 to:1 sleep!:1 not:1 good:1 at:1 this:1 full:1 time:1 work:1 lark:1
1892,doc_1892,probably earlier than that if the station's where i think it is,doc_1892 |@text probably:1 earlier:1 than:1 that:1 if:1 the:1 station's:1 where:1 i:1 think:1 it:1 is:1
1893,doc_1893,call 09090900040 & listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 24/7mp 0870753331018+,doc_1893 |@text call:1 09090900040:1 &:1 listen:1 to:1 extreme:1 dirty:1 live:1 chat:1 going:1 on:1 in:1 the:1 office:1 right:1 now:1 total:1 privacy:1 no:1 one:1 knows:1 your:1 [sic]:1 listening:1 60p:1 min:1 24/7mp:1 0870753331018+:1
1894,doc_1894,good morning plz call me sir,doc_1894 |@text good:1 morning:1 plz:1 call:1 me:1 sir:1
1895,doc_1895,freemsg hey u i just got 1 of these video/pic fones reply wild to this txt & ill send u my pics hurry up im so bored at work xxx (18 150p/rcvd stop2stop),doc_1895 |@text freemsg:1 hey:1 u:2 i:1 just:1 got:1 1:1 of:1 these:1 video/pic:1 fones:1 reply:1 wild:1 to:1 this:1 txt:1 &:1 ill:1 send:1 my:1 pics:1 hurry:1 up:1 im:1 so:1 bored:1 at:1 work:1 xxx:1 (18:1 150p/rcvd:1 stop2stop):1
1896,doc_1896,uh heads up we don't have that much left,doc_1896 |@text uh:1 heads:1 up:1 we:1 don't:1 have:1 that:1 much:1 left:1
1897,doc_1897,i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp3 player,doc_1897 |@text i:1 tot:1 u:2 outside:1 cos:1 darren:1 say:1 come:1 shopping:1 of:1 course:1 we:2 nice:1 wat:1 jus:1 went:1 sim:1 lim:1 look:1 at:1 mp3:1 player:1
1898,doc_1898,aight sounds good when do you want me to come down?,doc_1898 |@text aight:1 sounds:1 good:1 when:1 do:1 you:1 want:1 me:1 to:1 come:1 down?:1
1899,doc_1899,wat would u like 4 ur birthday?,doc_1899 |@text wat:1 would:1 u:1 like:1 4:1 ur:1 birthday?:1
1900,doc_1900,i love working from home ),doc_1900 |@text i:1 love:1 working:1 from:1 home:1 ):1
1901,doc_1901,and miss vday the parachute and double coins??? u must not know me very well,doc_1901 |@text and:2 miss:1 vday:1 the:1 parachute:1 double:1 coins???:1 u:1 must:1 not:1 know:1 me:1 very:1 well:1
1902,doc_1902,sorry i'll call later,doc_1902 |@text sorry:1 i'll:1 call:1 later:1
1903,doc_1903,my sister got placed in birla soft da-),doc_1903 |@text my:1 sister:1 got:1 placed:1 in:1 birla:1 soft:1 da-):1
1904,doc_1904,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+,doc_1904 |@text free:1 entry:2 in:1 2:1 a:2 weekly:1 comp:1 for:2 chance:1 to:3 win:1 an:1 ipod:1 txt:2 pod:1 80182:1 get:1 (std:1 rate):1 t&c's:1 apply:1 08452810073:1 details:1 18+:1
1905,doc_1905,wah okie okie muz make use of e unlimited haha ,doc_1905 |@text wah:1 okie:2 muz:1 make:1 use:1 of:1 e:1 unlimited:1 haha:1
1906,doc_1906,there're some people by mu i'm at the table by lambda,doc_1906 |@text there're:1 some:1 people:1 by:2 mu:1 i'm:1 at:1 the:1 table:1 lambda:1
1907,doc_1907,and stop being an old man you get to build snowman snow angels and snowball fights,doc_1907 |@text and:2 stop:1 being:1 an:1 old:1 man:1 you:1 get:1 to:1 build:1 snowman:1 snow:1 angels:1 snowball:1 fights:1
1908,doc_1908,ello babe u ok?,doc_1908 |@text ello:1 babe:1 u:1 ok?:1
1909,doc_1909,hello beautiful r u ok? i've kinda ad a row wiv and he walked out the pub?? i wanted a night wiv u miss u ,doc_1909 |@text hello:1 beautiful:1 r:1 u:3 ok?:1 i've:1 kinda:1 ad:1 a:2 row:1 wiv:2 and:1 he:1 walked:1 out:1 the:1 pub??:1 i:1 wanted:1 night:1 miss:1
1910,doc_1910,then u going ikea str aft dat?,doc_1910 |@text then:1 u:1 going:1 ikea:1 str:1 aft:1 dat?:1
1911,doc_1911,becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post oficegot it duffer,doc_1911 |@text becoz:1 its:1 &lt;#&gt;:1 jan:1 whn:1 al:1 the:2 post:2 ofice:1 is:1 in:1 holiday:1 so:1 she:1 cn:1 go:1 fr:1 oficegot:1 it:1 duffer:1
1912,doc_1912,lol grr my mom is taking forever with my prescription pharmacy is like 2 minutes away ugh,doc_1912 |@text lol:1 grr:1 my:2 mom:1 is:2 taking:1 forever:1 with:1 prescription:1 pharmacy:1 like:1 2:1 minutes:1 away:1 ugh:1
1913,doc_1913,for real tho this sucks i can't even cook my whole electricity is out and i'm hungry,doc_1913 |@text for:1 real:1 tho:1 this:1 sucks:1 i:1 can't:1 even:1 cook:1 my:1 whole:1 electricity:1 is:1 out:1 and:1 i'm:1 hungry:1
1914,doc_1914,you want to go? ,doc_1914 |@text you:1 want:1 to:1 go?:1
1915,doc_1915,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693 08715500022 rpl stop 2 cnl,doc_1915 |@text new:1 textbuddy:1 chat:1 2:3 horny:1 guys:1 in:1 ur:1 area:1 4:1 just:1 25p:1 free:1 receive:1 search:1 postcode:1 or:1 at:1 gaytextbuddycom:1 txt:1 one:1 name:1 to:1 89693:1 08715500022:1 rpl:1 stop:1 cnl:1
1916,doc_1916,its not that time of the month nor mid of the time?,doc_1916 |@text its:1 not:1 that:1 time:1 of:2 the:2 month:1 nor:1 mid:1 time?:1
1917,doc_1917,fffff can you text kadeem or are you too far gone,doc_1917 |@text fffff:1 can:1 you:2 text:1 kadeem:1 or:1 are:1 too:1 far:1 gone:1
1918,doc_1918,we not leaving yet ok lor then we go elsewhere n eat u thk,doc_1918 |@text we:2 not:1 leaving:1 yet:1 ok:1 lor:1 then:1 go:1 elsewhere:1 n:1 eat:1 u:1 thk:1
1919,doc_1919,is fujitsu s series lifebook good?,doc_1919 |@text is:1 fujitsu:1 s:1 series:1 lifebook:1 good?:1
1920,doc_1920,yar i wanted 2 scold u yest but late already i where got zhong se qing you? if u ask me b4 he ask me then i'll go out w u all lor n u still can act so real,doc_1920 |@text yar:1 i:2 wanted:1 2:1 scold:1 u:4 yest:1 but:1 late:1 already:1 where:1 got:1 zhong:1 se:1 qing:1 you?:1 if:1 ask:2 me:2 b4:1 he:1 then:1 i'll:1 go:1 out:1 w:1 all:1 lor:1 n:1 still:1 can:1 act:1 so:1 real:1
1921,doc_1921,dont know you bring some food,doc_1921 |@text dont:1 know:1 you:1 bring:1 some:1 food:1
1922,doc_1922,no current and food here i am alone also,doc_1922 |@text no:1 current:1 and:1 food:1 here:1 i:1 am:1 alone:1 also:1
1923,doc_1923,i'll be in sch fr 4-6 i dun haf da book in sch it's at home,doc_1923 |@text i'll:1 be:1 in:2 sch:2 fr:1 4-6:1 i:1 dun:1 haf:1 da:1 book:1 it's:1 at:1 home:1
1924,doc_1924,hello they are going to the village pub at 8 so either come here or there accordingly ok?,doc_1924 |@text hello:1 they:1 are:1 going:1 to:1 the:1 village:1 pub:1 at:1 8:1 so:1 either:1 come:1 here:1 or:1 there:1 accordingly:1 ok?:1
1925,doc_1925,ok,doc_1925 |@text ok:1
1926,doc_1926,we don call like  &lt;#&gt;  times oh no give us hypertension oh,doc_1926 |@text we:1 don:1 call:1 like:1 &lt;#&gt;:1 times:1 oh:2 no:1 give:1 us:1 hypertension:1
1927,doc_1927,dont give a monkeys wot they think and i certainly don't mind any friend of mine&all that! just don't sleep wiv  that wud be annoyin!,doc_1927 |@text dont:1 give:1 a:1 monkeys:1 wot:1 they:1 think:1 and:1 i:1 certainly:1 don't:2 mind:1 any:1 friend:1 of:1 mine&all:1 that!:1 just:1 sleep:1 wiv:1 that:1 wud:1 be:1 annoyin!:1
1928,doc_1928,omg it could snow here tonite!,doc_1928 |@text omg:1 it:1 could:1 snow:1 here:1 tonite!:1
1929,doc_1929,call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize u have 2 enter all ur mobile & personal details @ the prompts careful!,doc_1929 |@text call:2 from:1 08702490080:1 -:1 tells:1 u:2 2:2 09066358152:1 to:1 claim:1 £5000:1 prize:1 have:1 enter:1 all:1 ur:1 mobile:1 &:1 personal:1 details:1 @:1 the:1 prompts:1 careful!:1
1930,doc_1930,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk txt vpod to 81303 ts&cs wwwtextpodnet custcare 08712405020,doc_1930 |@text free:1 1st:1 week:1 entry:1 2:2 textpod:1 4:1 a:1 chance:1 win:1 40gb:1 ipod:1 or:1 £250:1 cash:1 every:1 wk:1 txt:1 vpod:1 to:1 81303:1 ts&cs:1 wwwtextpodnet:1 custcare:1 08712405020:1
1931,doc_1931,carry on not disturbing both of you,doc_1931 |@text carry:1 on:1 not:1 disturbing:1 both:1 of:1 you:1
1932,doc_1932,what pa tell me i went to bath-),doc_1932 |@text what:1 pa:1 tell:1 me:1 i:1 went:1 to:1 bath-):1
1933,doc_1933,jus finished avatar nigro,doc_1933 |@text jus:1 finished:1 avatar:1 nigro:1
1934,doc_1934,r u over scratching it?,doc_1934 |@text r:1 u:1 over:1 scratching:1 it?:1
1935,doc_1935,hope you are having a great day,doc_1935 |@text hope:1 you:1 are:1 having:1 a:1 great:1 day:1
1936,doc_1936,did either of you have any idea's? do you know of anyplaces doing something?,doc_1936 |@text did:1 either:1 of:2 you:2 have:1 any:1 idea's?:1 do:1 know:1 anyplaces:1 doing:1 something?:1
1937,doc_1937,"my planning usually stops at ""find hella weed smoke hella weed""","doc_1937 |@text my:1 planning:1 usually:1 stops:1 at:1 ""find:1 hella:2 weed:1 smoke:1 weed"":1"
1938,doc_1938,"the fact that you're cleaning shows you know why i'm upset your priority is constantly ""what i want to do"" not ""what i need to do""","doc_1938 |@text the:1 fact:1 that:1 you're:1 cleaning:1 shows:1 you:1 know:1 why:1 i'm:1 upset:1 your:1 priority:1 is:1 constantly:1 ""what:2 i:2 want:1 to:2 do"":2 not:1 need:1"
1939,doc_1939,excellent! are you ready to moan and scream in ecstasy?,doc_1939 |@text excellent!:1 are:1 you:1 ready:1 to:1 moan:1 and:1 scream:1 in:1 ecstasy?:1
1940,doc_1940,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself there's 1 this evening a£150 minapn ls278bb,doc_1940 |@text more:1 people:1 are:1 dogging:1 in:1 your:1 area:1 now:1 call:1 09090204448:1 and:1 join:1 like:1 minded:1 guys:1 why:1 not:1 arrange:1 1:2 yourself:1 there's:1 this:1 evening:1 a£150:1 minapn:1 ls278bb:1
1941,doc_1941,dude avatar 3d was imp at one point i thought there were actually flies in the room and almost tried hittng one as a reflex,doc_1941 |@text dude:1 avatar:1 3d:1 was:1 imp:1 at:1 one:2 point:1 i:1 thought:1 there:1 were:1 actually:1 flies:1 in:1 the:1 room:1 and:1 almost:1 tried:1 hittng:1 as:1 a:1 reflex:1
1942,doc_1942,well done! your 4* costa del sol holiday or £5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost£150/pm max10mins,doc_1942 |@text well:1 done!:1 your:1 4*:1 costa:1 del:1 sol:1 holiday:1 or:1 £5000:1 await:1 collection:1 call:1 09050090044:1 now:1 toclaim:1 sae:1 tcs:1 pobox334:1 stockport:1 sk38xh:1 cost£150/pm:1 max10mins:1
1943,doc_1943,kk)why cant you come here and search job),doc_1943 |@text kk)why:1 cant:1 you:1 come:1 here:1 and:1 search:1 job):1
1944,doc_1944,i got lousy sleep i kept waking up every 2 hours to see if my cat wanted to come in i worry about him when its cold (,doc_1944 |@text i:3 got:1 lousy:1 sleep:1 kept:1 waking:1 up:1 every:1 2:1 hours:1 to:2 see:1 if:1 my:1 cat:1 wanted:1 come:1 in:1 worry:1 about:1 him:1 when:1 its:1 cold:1 (:1
1945,doc_1945,yeah i'll leave in a couple minutes &amp; let you know when i get to mu,doc_1945 |@text yeah:1 i'll:1 leave:1 in:1 a:1 couple:1 minutes:1 &amp;:1 let:1 you:1 know:1 when:1 i:1 get:1 to:1 mu:1
1946,doc_1946,can ü call me at 1010 to make sure dat i've woken up,doc_1946 |@text can:1 ü:1 call:1 me:1 at:1 1010:1 to:1 make:1 sure:1 dat:1 i've:1 woken:1 up:1
1947,doc_1947,hey we can go jazz power yoga hip hop kb and yogasana ,doc_1947 |@text hey:1 we:1 can:1 go:1 jazz:1 power:1 yoga:1 hip:1 hop:1 kb:1 and:1 yogasana:1
1948,doc_1948,the battery is for mr adewale my uncle aka egbon,doc_1948 |@text the:1 battery:1 is:1 for:1 mr:1 adewale:1 my:1 uncle:1 aka:1 egbon:1
1949,doc_1949,i cant pick the phone right now pls send a message,doc_1949 |@text i:1 cant:1 pick:1 the:1 phone:1 right:1 now:1 pls:1 send:1 a:1 message:1
1950,doc_1950,wait 2 minstand at bus stop,doc_1950 |@text wait:1 2:1 minstand:1 at:1 bus:1 stop:1
1951,doc_1951,oh ic i thought you meant mary jane,doc_1951 |@text oh:1 ic:1 i:1 thought:1 you:1 meant:1 mary:1 jane:1
1952,doc_1952,haha really oh no how? then will they deduct your lesson tmr?,doc_1952 |@text haha:1 really:1 oh:1 no:1 how?:1 then:1 will:1 they:1 deduct:1 your:1 lesson:1 tmr?:1
1953,doc_1953,nah im goin 2 the wrks with j wot bout u?,doc_1953 |@text nah:1 im:1 goin:1 2:1 the:1 wrks:1 with:1 j:1 wot:1 bout:1 u?:1
1954,doc_1954,then just eat a shit and wait for ur monkey face bitch u asshole,doc_1954 |@text then:1 just:1 eat:1 a:1 shit:1 and:1 wait:1 for:1 ur:1 monkey:1 face:1 bitch:1 u:1 asshole:1
1955,doc_1955,good night am going to sleep,doc_1955 |@text good:1 night:1 am:1 going:1 to:1 sleep:1
1956,doc_1956,aight i'll grab something to eat too text me when you're back at mu,doc_1956 |@text aight:1 i'll:1 grab:1 something:1 to:1 eat:1 too:1 text:1 me:1 when:1 you're:1 back:1 at:1 mu:1
1957,doc_1957,kk)why cant you come here and search job),doc_1957 |@text kk)why:1 cant:1 you:1 come:1 here:1 and:1 search:1 job):1
1958,doc_1958,take something for pain if it moves however to any side in the next 6hrs see a doctor,doc_1958 |@text take:1 something:1 for:1 pain:1 if:1 it:1 moves:1 however:1 to:1 any:1 side:1 in:1 the:1 next:1 6hrs:1 see:1 a:1 doctor:1
1959,doc_1959,lol  oh no babe i wont be sliding into your place after midnight but thanks for the invite,doc_1959 |@text lol:1 oh:1 no:1 babe:1 i:1 wont:1 be:1 sliding:1 into:1 your:1 place:1 after:1 midnight:1 but:1 thanks:1 for:1 the:1 invite:1
1960,doc_1960,howz that persons story,doc_1960 |@text howz:1 that:1 persons:1 story:1
1961,doc_1961,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18,doc_1961 |@text guess:1 what!:1 somebody:1 you:1 know:1 secretly:1 fancies:1 you!:1 wanna:1 find:1 out:1 who:1 it:1 is?:1 give:1 us:1 a:1 call:1 on:1 09065394973:1 from:1 landline:1 datebox1282essexcm61xn:1 150p/min:1 18:1
1962,doc_1962,lol that would be awesome payback,doc_1962 |@text lol:1 that:1 would:1 be:1 awesome:1 payback:1
1963,doc_1963,it to 80488 your 500 free text messages are valid until 31 december 2005,doc_1963 |@text it:1 to:1 80488:1 your:1 500:1 free:1 text:1 messages:1 are:1 valid:1 until:1 31:1 december:1 2005:1
1964,doc_1964,yes )it completely in out of form)clark also utter waste,doc_1964 |@text yes:1 )it:1 completely:1 in:1 out:1 of:1 form)clark:1 also:1 utter:1 waste:1
1965,doc_1965,honeybee said *i'm d sweetest in d world* god laughed &amp; said *waitu havnt met d person reading this msg* moral even god can crack jokes! gm+gn+ge+gn),doc_1965 |@text honeybee:1 said:2 *i'm:1 d:3 sweetest:1 in:1 world*:1 god:2 laughed:1 &amp;:1 *waitu:1 havnt:1 met:1 person:1 reading:1 this:1 msg*:1 moral:1 even:1 can:1 crack:1 jokes!:1 gm+gn+ge+gn):1
1966,doc_1966,thanks it was only from tescos but quite nice all gone now speak soon ,doc_1966 |@text thanks:1 it:1 was:1 only:1 from:1 tescos:1 but:1 quite:1 nice:1 all:1 gone:1 now:1 speak:1 soon:1
1967,doc_1967,what's a feathery bowa? is that something guys have that i don't know about?,doc_1967 |@text what's:1 a:1 feathery:1 bowa?:1 is:1 that:2 something:1 guys:1 have:1 i:1 don't:1 know:1 about?:1
1968,doc_1968,even i cant close my eyes you are in me our vava playing umma -d,doc_1968 |@text even:1 i:1 cant:1 close:1 my:1 eyes:1 you:1 are:1 in:1 me:1 our:1 vava:1 playing:1 umma:1 -d:1
1969,doc_1969,2 laptop i noe infra but too slow lar i wan fast one,doc_1969 |@text 2:1 laptop:1 i:2 noe:1 infra:1 but:1 too:1 slow:1 lar:1 wan:1 fast:1 one:1
1970,doc_1970,you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php,doc_1970 |@text you:1 have:1 won:1 a:1 guaranteed:1 £200:1 award:2 or:1 even:1 £1000:1 cashto:1 claim:1 ur:1 call:1 free:1 on:2 08000407165:1 (18+):1 2:1 stop:1 getstop:1 88222:1 php:1
1971,doc_1971,nvm it's ok,doc_1971 |@text nvm:1 it's:1 ok:1
1972,doc_1972,enjoy ur life  good night,doc_1972 |@text enjoy:1 ur:1 life:1 good:1 night:1
1973,doc_1973,yes but can we meet in town cos will go to gep and then home you could text at bus stop and don't worry we'll have finished by march … ish!,doc_1973 |@text yes:1 but:1 can:1 we:1 meet:1 in:1 town:1 cos:1 will:1 go:1 to:1 gep:1 and:2 then:1 home:1 you:1 could:1 text:1 at:1 bus:1 stop:1 don't:1 worry:1 we'll:1 have:1 finished:1 by:1 march:1 …:1 ish!:1
1974,doc_1974,i had askd u a question some hours before its answer,doc_1974 |@text i:1 had:1 askd:1 u:1 a:1 question:1 some:1 hours:1 before:1 its:1 answer:1
1975,doc_1975,thats cool where should i cum? on you or in you? ),doc_1975 |@text thats:1 cool:1 where:1 should:1 i:1 cum?:1 on:1 you:1 or:1 in:1 you?:1 ):1
1976,doc_1976,delhi and chennai still silent,doc_1976 |@text delhi:1 and:1 chennai:1 still:1 silent:1
1977,doc_1977,lol alright i was thinkin that too haha,doc_1977 |@text lol:1 alright:1 i:1 was:1 thinkin:1 that:1 too:1 haha:1
1978,doc_1978,reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service,doc_1978 |@text reply:1 to:3 win:1 £100:1 weekly!:1 where:1 will:1 the:1 2006:1 fifa:1 world:1 cup:1 be:1 held?:1 send:1 stop:1 87239:1 end:1 service:1
1979,doc_1979,no i'm in the same boat still here at my moms check me out on yo i'm half naked,doc_1979 |@text no:1 i'm:2 in:1 the:1 same:1 boat:1 still:1 here:1 at:1 my:1 moms:1 check:1 me:1 out:1 on:1 yo:1 half:1 naked:1
1980,doc_1980,shhhhh nobody is supposed to know!,doc_1980 |@text shhhhh:1 nobody:1 is:1 supposed:1 to:1 know!:1
1981,doc_1981,sorry i'll call later,doc_1981 |@text sorry:1 i'll:1 call:1 later:1
1982,doc_1982,sorry i'll call later in meeting any thing related to trade please call arul &lt;#&gt; ,doc_1982 |@text sorry:1 i'll:1 call:2 later:1 in:1 meeting:1 any:1 thing:1 related:1 to:1 trade:1 please:1 arul:1 &lt;#&gt;:1
1983,doc_1983,hey i will be late i'm at amk need to drink tea or coffee,doc_1983 |@text hey:1 i:1 will:1 be:1 late:1 i'm:1 at:1 amk:1 need:1 to:1 drink:1 tea:1 or:1 coffee:1
1984,doc_1984,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  &lt;#&gt; lacsthere is no source to arng dis amt &lt;#&gt; lacsthats my prob,doc_1984 |@text i:1 wnt:1 to:2 buy:1 a:2 bmw:1 car:1 urgentlyits:1 vry:1 urgentbut:1 hv:1 shortage:1 of:1 &lt;#&gt;:2 lacsthere:1 is:1 no:1 source:1 arng:1 dis:1 amt:1 lacsthats:1 my:1 prob:1
1985,doc_1985,urgent! please call 09061743810 from landline your abta complimentary 4* tenerife holiday or #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm,doc_1985 |@text urgent!:1 please:1 call:1 09061743810:1 from:1 landline:1 your:1 abta:1 complimentary:1 4*:1 tenerife:1 holiday:1 or:1 #5000:1 cash:1 await:1 collection:1 sae:1 t&cs:1 box:1 326:1 cw25wx:1 150:1 ppm:1
1986,doc_1986,the length is e same but e top shorter n i got a fringe now i thk i'm not going liao too lazy dun wan 2 distract u also,doc_1986 |@text the:1 length:1 is:1 e:2 same:1 but:1 top:1 shorter:1 n:1 i:2 got:1 a:1 fringe:1 now:1 thk:1 i'm:1 not:1 going:1 liao:1 too:1 lazy:1 dun:1 wan:1 2:1 distract:1 u:1 also:1
1987,doc_1987,santha num corrct dane,doc_1987 |@text santha:1 num:1 corrct:1 dane:1
1988,doc_1988,no callsmessagesmissed calls,doc_1988 |@text no:1 callsmessagesmissed:1 calls:1
1989,doc_1989,sorry i'll call later,doc_1989 |@text sorry:1 i'll:1 call:1 later:1
1990,doc_1990,the basket's gettin full so i might be by tonight,doc_1990 |@text the:1 basket's:1 gettin:1 full:1 so:1 i:1 might:1 be:1 by:1 tonight:1
1991,doc_1991,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,doc_1991 |@text hi:1 darlin:1 ive:1 just:1 got:1 back:1 and:2 i:1 had:1 a:1 really:1 nice:1 night:1 thanks:1 so:1 much:1 for:1 the:1 lift:1 see:1 u:1 tomorrow:1 xxx:1
1992,doc_1992,no other valentines huh? the proof is on your fb page ugh i'm so glad i really didn't watch your rupaul show you tool!,doc_1992 |@text no:1 other:1 valentines:1 huh?:1 the:1 proof:1 is:1 on:1 your:2 fb:1 page:1 ugh:1 i'm:1 so:1 glad:1 i:1 really:1 didn't:1 watch:1 rupaul:1 show:1 you:1 tool!:1
1993,doc_1993,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk,doc_1993 |@text free:1 tones:1 hope:1 you:1 enjoyed:1 your:1 new:1 content:1 text:1 stop:1 to:2 61610:1 unsubscribe:1 help08712400602450p:1 provided:1 by:1 tones2youcouk:1
1994,doc_1994,eh den sat u book e kb liao huh,doc_1994 |@text eh:1 den:1 sat:1 u:1 book:1 e:1 kb:1 liao:1 huh:1
1995,doc_1995,have you been practising your curtsey?,doc_1995 |@text have:1 you:1 been:1 practising:1 your:1 curtsey?:1
1996,doc_1996,shall i come to get pickle,doc_1996 |@text shall:1 i:1 come:1 to:1 get:1 pickle:1
1997,doc_1997,lol boo i was hoping for a laugh,doc_1997 |@text lol:1 boo:1 i:1 was:1 hoping:1 for:1 a:1 laugh:1
1998,doc_1998,"""yeh i am def up4 something satjust got payed2day & i havbeen given a£50 pay rise 4my work & havebeen made preschoolco-ordinator 2i am feelingood luv""","doc_1998 |@text ""yeh:1 i:2 am:2 def:1 up4:1 something:1 satjust:1 got:1 payed2day:1 &:2 havbeen:1 given:1 a£50:1 pay:1 rise:1 4my:1 work:1 havebeen:1 made:1 preschoolco-ordinator:1 2i:1 feelingood:1 luv"":1"
1999,doc_1999,well i have to leave for my class babe  you never came back to me  -(  hope you have a nice sleep my love,doc_1999 |@text well:1 i:1 have:2 to:2 leave:1 for:1 my:2 class:1 babe:1 you:2 never:1 came:1 back:1 me:1 -(:1 hope:1 a:1 nice:1 sleep:1 love:1
2000,doc_2000,lmao where's your fish memory when i need it?,doc_2000 |@text lmao:1 where's:1 your:1 fish:1 memory:1 when:1 i:1 need:1 it?:1
2001,doc_2001,but i'll b going 2 sch on mon my sis need 2 take smth,doc_2001 |@text but:1 i'll:1 b:1 going:1 2:2 sch:1 on:1 mon:1 my:1 sis:1 need:1 take:1 smth:1
2002,doc_2002,idea will soon get converted to live),doc_2002 |@text idea:1 will:1 soon:1 get:1 converted:1 to:1 live):1
2003,doc_2003,themob>yo yo yo-here comes a new selection of hot downloads for our members to get for free! just click & open the next link sent to ur fone,doc_2003 |@text themob>yo:1 yo:1 yo-here:1 comes:1 a:1 new:1 selection:1 of:1 hot:1 downloads:1 for:2 our:1 members:1 to:2 get:1 free!:1 just:1 click:1 &:1 open:1 the:1 next:1 link:1 sent:1 ur:1 fone:1
2004,doc_2004,ssindia going to draw the series after many years in south african soil,doc_2004 |@text ssindia:1 going:1 to:1 draw:1 the:1 series:1 after:1 many:1 years:1 in:1 south:1 african:1 soil:1
2005,doc_2005,goodmorning today i am late for  &lt;decimal&gt; min,doc_2005 |@text goodmorning:1 today:1 i:1 am:1 late:1 for:1 &lt;decimal&gt;:1 min:1
2006,doc_2006,can't take any major roles in community outreach you rock mel,doc_2006 |@text can't:1 take:1 any:1 major:1 roles:1 in:1 community:1 outreach:1 you:1 rock:1 mel:1
2007,doc_2007,shopping lor them raining mah hard 2 leave orchard,doc_2007 |@text shopping:1 lor:1 them:1 raining:1 mah:1 hard:1 2:1 leave:1 orchard:1
2008,doc_2008,hi here have birth at on the  to  at 8lb 7oz mother and baby doing brilliantly,doc_2008 |@text hi:1 here:1 have:1 birth:1 at:2 on:1 the:1 to:1 8lb:1 7oz:1 mother:1 and:1 baby:1 doing:1 brilliantly:1
2009,doc_2009,see the forwarding message for proof,doc_2009 |@text see:1 the:1 forwarding:1 message:1 for:1 proof:1
2010,doc_2010,i can't keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so *i* don't have to say no to visitors then maybe that's the best choice yes i wanted you to be embarassed so maybe you'd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning i've tried everything i don't know what else to do,doc_2010 |@text i:6 can't:1 keep:2 going:1 through:1 this:2 it:1 was:1 never:1 my:1 intention:1 to:8 run:1 you:3 out:1 but:1 if:1 choose:1 do:2 that:1 rather:1 than:1 the:2 room:1 clean:1 so:2 *i*:1 don't:2 have:3 say:2 no:2 visitors:1 then:1 maybe:2 that's:1 best:1 choice:1 yes:1 wanted:1 be:1 embarassed:1 you'd:1 feel:2 for:1 once:1 how:1 when:1 a:1 friend:1 who:1 wants:1 drop:1 buy:1 and:1 as:1 happened:1 morning:1 i've:1 tried:1 everything:1 know:1 what:1 else:1
2011,doc_2011,dunno lei i thk mum lazy to go out i neva ask her yet,doc_2011 |@text dunno:1 lei:1 i:2 thk:1 mum:1 lazy:1 to:1 go:1 out:1 neva:1 ask:1 her:1 yet:1
